10/4/2023, 10:57:32 AM 
Role,Company,LinkedIn 
Junior Media Designer, Ghostly International, https://www.linkedin.com/jobs/view/junior-media-designer-at-ghostly-international-3733153719?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=N1D0KUTcrcslLpmRUhyZKw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card 
Senior Designer, Ideas On Purpose, https://www.linkedin.com/jobs/view/senior-designer-at-ideas-on-purpose-3541598655?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=0%2FhMzW6HmznUlMRQToDWbA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card 
Motion Designer, Craft, https://www.linkedin.com/jobs/view/motion-designer-at-craft-3732285838?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=dnOf16q93YypHohZKUWi1g%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card 
Art Director, Meet, https://www.linkedin.com/jobs/view/art-director-at-meet-3732283893?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=W1lRbR4MUgmaZdMt1doTiA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card 
Art Director - Healthcare Advertising - NYC area, Meet, https://www.linkedin.com/jobs/view/art-director-healthcare-advertising-nyc-area-at-meet-3732268463?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=V3CvERQKLePReuzmwkuahQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card 
Designer - Home Textiles, Silk Home, undefined 
Senior Communications Designer (Media Planning), Initiative, https://www.linkedin.com/jobs/view/senior-communications-designer-media-planning-at-initiative-3733150790?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=Den6Y2ECNHiDPTL%2BrrV6bA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card 
Retail Store Design Manager, Ascend Wellness Holdings (CSE: AAWH.U / OTCQX:AAWH), https://www.linkedin.com/jobs/view/retail-store-design-manager-at-ascend-wellness-holdings-cse-aawh-u-otcqx-aawh-3719229255?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=KHk6c%2B5jHgv9XyodfpGBpw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, IT Trailblazers LLC, https://www.linkedin.com/jobs/view/data-modeler-at-it-trailblazers-llc-3732257610?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=SCsLqJcB%2F52Zl6mlCmRm3Q%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, TEKGENCE INC, https://www.linkedin.com/jobs/view/data-modeler-at-tekgence-inc-3728449536?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=X9wu62WV60WEsvLcNcRwGw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card 
Dashboard Design Lead, Annalect, https://www.linkedin.com/jobs/view/dashboard-design-lead-at-annalect-3728383688?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=WekaqCh%2FGqAJndWB4CKSPA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler/Architect, SAGE IT, https://www.linkedin.com/jobs/view/data-modeler-architect-at-sage-it-3732285444?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=pOoGOFk3%2BXtRrJUE2JpB6w%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card 
Magento Developer, VERRAGIO, https://www.linkedin.com/jobs/view/magento-developer-at-verragio-3733139435?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=jUib6k05RuuM%2FBdgIyf9Ag%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler Architect, MSRcosmos LLC, https://www.linkedin.com/jobs/view/data-modeler-architect-at-msrcosmos-llc-3728455771?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=ORc4jrw69YgtYqTtzX9UaQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card 
Environmental Specialist Project Manager, WSP in the U.S., https://www.linkedin.com/jobs/view/environmental-specialist-project-manager-at-wsp-in-the-u-s-3700114462?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=ABgn0POk2S1M6uEiTm1agw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card 
Architectural Business Development Leader - Asset Strategy, NELSON Worldwide, https://www.linkedin.com/jobs/view/architectural-business-development-leader-asset-strategy-at-nelson-worldwide-3701150069?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=0CB%2FrjgtHcS2qMeC5RtADA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card 
Field Engineer, DGI Communications, https://www.linkedin.com/jobs/view/field-engineer-at-dgi-communications-3733135471?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=PCtjq7K3JprFfZ54gWrR4g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card 
Global Business Development Manager - US, Otrium, https://www.linkedin.com/jobs/view/global-business-development-manager-us-at-otrium-3732796561?refId=pYhogUiAmJgKXqnZoA2%2BrA%3D%3D&trackingId=QRTtZFftyNTgv3k1jhdkeA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card 
