10/9/2023, 11:00:26 AM 
Role,Company,LinkedIn 
Store Design + Visual Merchandiser Senior Manager, (MALIN+GOETZ), https://www.linkedin.com/jobs/view/store-design-%2B-visual-merchandiser-senior-manager-at-malin%2Bgoetz-3730583117?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=tKwQ1W%2FLcmXDRiB1pWOHlA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card 
User Interface Designer, Foncii, https://www.linkedin.com/jobs/view/user-interface-designer-at-foncii-3736128729?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=xykaUeYEg3ZXGgNbX7LpZg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card 
Spanish UX Writer and Content Designer [Remote], Braintrust, https://www.linkedin.com/jobs/view/spanish-ux-writer-and-content-designer-remote-at-braintrust-3736109308?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=Mtqw1G%2BMJ55U1F1hC%2FpRbw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, FITCH RATINGS LTD, https://www.linkedin.com/jobs/view/data-modeler-at-fitch-ratings-ltd-3724255035?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=rJdgmOuLvg1NPsGuQeAnHg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card 
Pega Architect, HexaQuEST Global, https://www.linkedin.com/jobs/view/pega-architect-at-hexaquest-global-3734702521?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=EZeW%2Bmc6jWPvqyAFQ8yK7A%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card 
PEGA ARCHITECT, HexaQuEST Global, https://www.linkedin.com/jobs/view/pega-architect-at-hexaquest-global-3730576739?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=evEfQpNiHR5dHhdqmaWdEA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card 
3D Architect Team Lead, Obsess, https://www.linkedin.com/jobs/view/3d-architect-team-lead-at-obsess-3736129066?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=2l%2FUGtCN5%2BmRzB757i6aAg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card 
Staff Accountant, Qcells North America, https://www.linkedin.com/jobs/view/staff-accountant-at-qcells-north-america-3666084222?refId=qD2asWwO9tvrpzIKXBa8lg%3D%3D&trackingId=SdjaeFi%2Bt3PJVXUDgJikmw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card 
