10/4/2023, 11:07:54 AM 
Role,Company,LinkedIn 
Junior Media Designer, Ghostly International, https://www.linkedin.com/jobs/view/junior-media-designer-at-ghostly-international-3733153719?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=MzNmBS28ETIhX%2BO964nXNA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card 
Senior Designer, Ideas On Purpose, https://www.linkedin.com/jobs/view/senior-designer-at-ideas-on-purpose-3541598655?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=zeph3%2Fo%2B2UWx8nIuvcE%2F9w%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card 
Motion Designer, Craft, https://www.linkedin.com/jobs/view/motion-designer-at-craft-3732285838?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=ly%2BFMLGlkaeXhony4gc8Wg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card 
Art Director, Meet, https://www.linkedin.com/jobs/view/art-director-at-meet-3732283893?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=jWDN%2FXyhCQDgvMx5we5nsQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card 
Designer - Home Textiles, Silk Home, undefined 
Senior Communications Designer (Media Planning), Initiative, https://www.linkedin.com/jobs/view/senior-communications-designer-media-planning-at-initiative-3733150790?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=YZIv5szjYavliHgg0I6v7g%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, TEKGENCE INC, https://www.linkedin.com/jobs/view/data-modeler-at-tekgence-inc-3728449536?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=4V1bjT1sRFgcp%2BU%2FVkI87w%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card 
Dashboard Design Lead, Annalect, https://www.linkedin.com/jobs/view/dashboard-design-lead-at-annalect-3728383688?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=I0jddHdpPeiJ57bsKsqNvg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler/Architect, SAGE IT, https://www.linkedin.com/jobs/view/data-modeler-architect-at-sage-it-3732285444?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=boCjw6cEclkzdzxdfVUD1g%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card 
Magento Developer, VERRAGIO, https://www.linkedin.com/jobs/view/magento-developer-at-verragio-3733139435?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=GdssKReYor90HFztBZDpvA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler Architect, MSRcosmos LLC, https://www.linkedin.com/jobs/view/data-modeler-architect-at-msrcosmos-llc-3728455771?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=vMBzkHssiXyK0UYC6dY6wg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card 
Sr. Systems Engineer, Tory Burch, https://www.linkedin.com/jobs/view/sr-systems-engineer-at-tory-burch-3731849810?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=c%2BKYCl6QpZJ%2BMSiOPz0TfA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card 
Field Engineer, DGI Communications, https://www.linkedin.com/jobs/view/field-engineer-at-dgi-communications-3733135471?refId=s1emuynXKdt5rKg3%2FHXfEw%3D%3D&trackingId=vor8ym%2BbIm2PvwRrQbzURg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card 
