10/4/2023, 10:47:10 AM 
Role,Company,LinkedIn 
Retail Store Design Manager, Ascend Wellness Holdings (CSE: AAWH.U / OTCQX:AAWH), https://www.linkedin.com/jobs/view/retail-store-design-manager-at-ascend-wellness-holdings-cse-aawh-u-otcqx-aawh-3719229255?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=g97syM2uDqxDokxPkiYyRg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card 
Designer - Home Textiles, Silk Home, undefined 
Data Modeler, TEKGENCE INC, https://www.linkedin.com/jobs/view/data-modeler-at-tekgence-inc-3728449536?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=vps6awXdNkeWTi%2FwDXNO4Q%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card 
Magento Developer, VERRAGIO, https://www.linkedin.com/jobs/view/magento-developer-at-verragio-3733139435?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=Jz9Lf%2FHGims89CyOEApCmA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, IT Trailblazers LLC, https://www.linkedin.com/jobs/view/data-modeler-at-it-trailblazers-llc-3732257610?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=8BdaauvFi%2BV3a1A%2FktQ%2BjQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler/Architect, SAGE IT, https://www.linkedin.com/jobs/view/data-modeler-architect-at-sage-it-3732285444?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=u07FpO%2FC6mlEiHElV65uIw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card 
Field Engineer, DGI Communications, https://www.linkedin.com/jobs/view/field-engineer-at-dgi-communications-3733135471?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=s0F672w%2BugGGo9ojxsrnGg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card 
Art Director - Healthcare Advertising - NYC area, Meet, https://www.linkedin.com/jobs/view/art-director-healthcare-advertising-nyc-area-at-meet-3732268463?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=6sHhgpjYa7SStfeKtD6K9A%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card 
Dashboard Design Lead, Annalect, https://www.linkedin.com/jobs/view/dashboard-design-lead-at-annalect-3728383688?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=oCruIzgY6d5WSXQxpm2XUw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card 
Senior Designer, Ideas On Purpose, https://www.linkedin.com/jobs/view/senior-designer-at-ideas-on-purpose-3541598655?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=g6bpB640mnuwy3UKxEDVoQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card 
Architectural Business Development Leader - Asset Strategy, NELSON Worldwide, https://www.linkedin.com/jobs/view/architectural-business-development-leader-asset-strategy-at-nelson-worldwide-3701150069?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=MJDArGnXnqB8HXcDITDMGw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card 
Environmental Specialist Project Manager, WSP in the U.S., https://www.linkedin.com/jobs/view/environmental-specialist-project-manager-at-wsp-in-the-u-s-3700114462?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=c8phE5jM9s6af0edIWk25g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card 
Art Director, Meet, https://www.linkedin.com/jobs/view/art-director-at-meet-3732283893?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=VDvg1mY9K%2BysrTm4OnfbmA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card 
Global Business Development Manager - US, Otrium, https://www.linkedin.com/jobs/view/global-business-development-manager-us-at-otrium-3732796561?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=%2FG6MzgXQYenarvgJQbw19g%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card 
Motion Designer, Craft, https://www.linkedin.com/jobs/view/motion-designer-at-craft-3732285838?refId=paWS8%2FQkprIDwykAumAKbQ%3D%3D&trackingId=ECgNqumGG%2B9ELoskt%2BTdFg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card 
