10/9/2023, 9:48:37 AM 
Role,Company,LinkedIn 
Interior Designer, Hunter Dunning Ltd, https://www.linkedin.com/jobs/view/interior-designer-at-hunter-dunning-ltd-3734596015?refId=IQz%2BmpCmvd2MF1nbgcxjwg%3D%3D&trackingId=xHWBX33C4qYYxLUmEY%2Ftbg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card 
Architectural Designer, Hunter Dunning Ltd, https://www.linkedin.com/jobs/view/architectural-designer-at-hunter-dunning-ltd-3734594354?refId=IQz%2BmpCmvd2MF1nbgcxjwg%3D%3D&trackingId=WeW5X82d8MEN4Lyokykqgw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, FITCH RATINGS LTD, https://www.linkedin.com/jobs/view/data-modeler-at-fitch-ratings-ltd-3724255035?refId=IQz%2BmpCmvd2MF1nbgcxjwg%3D%3D&trackingId=wE5PENfVPptvGdJxwRWvlw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card 
Licensed Optician - Rockefeller Center, Warby Parker, https://www.linkedin.com/jobs/view/licensed-optician-rockefeller-center-at-warby-parker-3475946979?refId=IQz%2BmpCmvd2MF1nbgcxjwg%3D%3D&trackingId=9IXxP%2F9BNC%2Fajm0jyX9zKg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card 
Staff Accountant, Qcells North America, https://www.linkedin.com/jobs/view/staff-accountant-at-qcells-north-america-3666084222?refId=IQz%2BmpCmvd2MF1nbgcxjwg%3D%3D&trackingId=7rrBSPM98r0HNwg1bFB8kQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card 
