10/4/2023, 10:36:53 AM 
Role,Company,LinkedIn 
Data Modeler, IT Trailblazers LLC, https://www.linkedin.com/jobs/view/data-modeler-at-it-trailblazers-llc-3732257610?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=ftxmujebyXJ%2FZS4JEq8NLQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card 
Retail Store Design Manager, Ascend Wellness Holdings (CSE: AAWH.U / OTCQX:AAWH), https://www.linkedin.com/jobs/view/retail-store-design-manager-at-ascend-wellness-holdings-cse-aawh-u-otcqx-aawh-3719229255?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=o%2FgKDQzlLhDVxVmP9DYApQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, TEKGENCE INC, https://www.linkedin.com/jobs/view/data-modeler-at-tekgence-inc-3728449536?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=mIub3IuoFFaCLnxzBr9MOg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card 
Environmental Specialist Project Manager, WSP in the U.S., https://www.linkedin.com/jobs/view/environmental-specialist-project-manager-at-wsp-in-the-u-s-3700114462?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=xVh6YzJN62TMDHzn%2FF2zFQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card 
Magento Developer, VERRAGIO, https://www.linkedin.com/jobs/view/magento-developer-at-verragio-3733139435?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=PbQJcMlQVBrUKkiWn%2BI8HA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler/Architect, SAGE IT, https://www.linkedin.com/jobs/view/data-modeler-architect-at-sage-it-3732285444?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=6M8xF5WgUKowpW7mDjqv8A%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card 
Art Director - Healthcare Advertising - NYC area, Meet, https://www.linkedin.com/jobs/view/art-director-healthcare-advertising-nyc-area-at-meet-3732268463?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=23iTivIxlvgDLVpE2nfMqw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card 
Dashboard Design Lead, Annalect, https://www.linkedin.com/jobs/view/dashboard-design-lead-at-annalect-3728383688?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=WbVD733Lafb0IibQFUAvCg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card 
Senior Designer, Ideas On Purpose, https://www.linkedin.com/jobs/view/senior-designer-at-ideas-on-purpose-3541598655?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=C0fGPw%2F6HdxAYG7W2wSQtw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card 
Global Business Development Manager - US, Otrium, https://www.linkedin.com/jobs/view/global-business-development-manager-us-at-otrium-3732796561?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=jpb%2FQm5glrTDw6dGo5NlBQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card 
Architectural Business Development Leader - Asset Strategy, NELSON Worldwide, https://www.linkedin.com/jobs/view/architectural-business-development-leader-asset-strategy-at-nelson-worldwide-3701150069?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=YhfJXLeb1WbTF%2Fg%2BbzOLDw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card 
Art Director, Meet, https://www.linkedin.com/jobs/view/art-director-at-meet-3732283893?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=ZDZ2EX3JYYmXUpD69ZgE5A%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card 
Motion Designer, Craft, https://www.linkedin.com/jobs/view/motion-designer-at-craft-3732285838?refId=4DWk4%2FV2L8pqQB6mGr1mIg%3D%3D&trackingId=5f5nA%2B1srcYvEsoG%2FgADvw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card 
