10/9/2023, 10:00:00 AM 
Role,Company,LinkedIn 
Interior Designer, Hunter Dunning Ltd, https://www.linkedin.com/jobs/view/interior-designer-at-hunter-dunning-ltd-3734596015?refId=xGa%2BBWk2x%2BCtb8fZ4QeRCA%3D%3D&trackingId=6oh5Z43DRWurbCi%2BnJ7Exg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card 
Architectural Designer, Hunter Dunning Ltd, https://www.linkedin.com/jobs/view/architectural-designer-at-hunter-dunning-ltd-3734594354?refId=xGa%2BBWk2x%2BCtb8fZ4QeRCA%3D%3D&trackingId=xNzRMScVTxvNHutUgAmrEQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card 
Data Modeler, FITCH RATINGS LTD, https://www.linkedin.com/jobs/view/data-modeler-at-fitch-ratings-ltd-3724255035?refId=xGa%2BBWk2x%2BCtb8fZ4QeRCA%3D%3D&trackingId=W1%2BpJzO18X7jteEjFKzISQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card 
Staff Accountant, Qcells North America, https://www.linkedin.com/jobs/view/staff-accountant-at-qcells-north-america-3666084222?refId=xGa%2BBWk2x%2BCtb8fZ4QeRCA%3D%3D&trackingId=NZweXP4UuF%2Bk6JGo0HgytA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card 
